"ID";"WijkenEnBuurten";"Codering_3";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66"
"6660";"BU01602301";"BU01602301";"     110";"     240";"     120"
"6661";"WK016024  ";"WK016024  ";"     210";"     410";"     130"
"6662";"BU01602401";"BU01602401";"     110";"     220";"      90"
"6663";"BU01602402";"BU01602402";"     100";"     190";"      40"
"6664";"WK016025  ";"WK016025  ";"     390";"     560";"     130"
"6665";"BU01602501";"BU01602501";"     240";"     320";"      50"
"6666";"BU01602502";"BU01602502";"     150";"     240";"      80"
"6667";"WK016026  ";"WK016026  ";"     730";"    1260";"     370"
"6668";"BU01602601";"BU01602601";"     600";"     980";"     270"
"6669";"BU01602602";"BU01602602";"       .";"       .";"       ."
"6670";"BU01602603";"BU01602603";"      20";"      50";"      30"
"6671";"BU01602604";"BU01602604";"      90";"     190";"      50"
"6672";"WK016027  ";"WK016027  ";"      30";"      40";"      20"
"6673";"BU01602701";"BU01602701";"      30";"      40";"      20"
"6674";"WK016028  ";"WK016028  ";"    4120";"    7070";"    3310"
"6675";"BU01602801";"BU01602801";"     640";"     760";"     240"
"6676";"BU01602802";"BU01602802";"      50";"      90";"      40"
"6677";"BU01602803";"BU01602803";"     480";"     790";"     250"
"6678";"BU01602804";"BU01602804";"     360";"     440";"     160"
"6679";"BU01602805";"BU01602805";"     240";"     450";"     220"
"6680";"BU01602806";"BU01602806";"     680";"    1250";"     570"
"6681";"BU01602807";"BU01602807";"     760";"    1610";"     730"
"6682";"BU01602808";"BU01602808";"     560";"    1230";"     950"
"6683";"BU01602809";"BU01602809";"     320";"     450";"     190"
"6684";"WK016029  ";"WK016029  ";"     250";"     480";"     130"
"6685";"BU01602901";"BU01602901";"     100";"     200";"      40"
"6686";"BU01602902";"BU01602902";"     150";"     290";"      90"
"6687";"GM0243    ";"GM0243    ";"   10570";"   15690";"   10180"
"6688";"WK024301  ";"WK024301  ";"     410";"     910";"     730"
"6689";"BU02430101";"BU02430101";"     260";"     530";"     410"
"6690";"BU02430102";"BU02430102";"     160";"     380";"     330"
"6691";"WK024302  ";"WK024302  ";"     140";"     300";"     530"
"6692";"BU02430201";"BU02430201";"       .";"       .";"       ."
"6693";"BU02430202";"BU02430202";"       .";"       .";"       ."
"6694";"BU02430203";"BU02430203";"       .";"       .";"       ."
"6695";"BU02430204";"BU02430204";"       .";"       .";"       ."
"6696";"WK024303  ";"WK024303  ";"     630";"     710";"     310"
"6697";"BU02430301";"BU02430301";"     360";"     500";"     200"
"6698";"BU02430302";"BU02430302";"     270";"     220";"     110"
"6699";"WK024304  ";"WK024304  ";"     260";"     530";"     390"
"6700";"BU02430401";"BU02430401";"     140";"     320";"     220"
"6701";"BU02430402";"BU02430402";"     120";"     210";"     170"
"6702";"WK024305  ";"WK024305  ";"    1720";"    1850";"     830"
"6703";"BU02430501";"BU02430501";"     430";"     700";"     350"
"6704";"BU02430502";"BU02430502";"     560";"     530";"     240"
"6705";"BU02430503";"BU02430503";"     400";"     240";"     110"
"6706";"BU02430504";"BU02430504";"     340";"     400";"     120"
"6707";"WK024306  ";"WK024306  ";"     120";"     230";"     130"
"6708";"BU02430601";"BU02430601";"      30";"      60";"      40"
"6709";"BU02430602";"BU02430602";"      90";"     170";"      90"
"6710";"WK024307  ";"WK024307  ";"      50";"      70";"      70"
"6711";"BU02430701";"BU02430701";"      20";"      40";"      20"
"6712";"BU02430702";"BU02430702";"      30";"      30";"      50"
"6713";"WK024308  ";"WK024308  ";"    1640";"    2400";"    1500"
"6714";"BU02430801";"BU02430801";"     210";"     190";"     120"
"6715";"BU02430802";"BU02430802";"     160";"     190";"      50"
"6716";"BU02430803";"BU02430803";"     180";"     320";"     220"
"6717";"BU02430804";"BU02430804";"     170";"     340";"     340"
"6718";"BU02430805";"BU02430805";"     230";"     320";"     340"
"6719";"BU02430806";"BU02430806";"     340";"     560";"     250"
"6720";"BU02430807";"BU02430807";"     120";"     180";"      50"
"6721";"BU02430808";"BU02430808";"     220";"     300";"     120"
"6722";"WK024309  ";"WK024309  ";"     140";"     390";"     420"
"6723";"BU02430901";"BU02430901";"      80";"     260";"     210"
"6724";"BU02430902";"BU02430902";"      60";"     140";"     200"
"6725";"WK024310  ";"WK024310  ";"    1870";"    2270";"    1040"
"6726";"BU02431001";"BU02431001";"     160";"     390";"     370"
"6727";"BU02431002";"BU02431002";"     300";"     240";"     240"
"6728";"BU02431003";"BU02431003";"       .";"       .";"       ."
"6729";"BU02431004";"BU02431004";"     360";"     380";"     100"
"6730";"BU02431005";"BU02431005";"     460";"     740";"     240"
"6731";"BU02431006";"BU02431006";"     550";"     430";"     120"
"6732";"WK024311  ";"WK024311  ";"     910";"    1360";"     760"
"6733";"BU02431101";"BU02431101";"     220";"     490";"     210"
"6734";"BU02431102";"BU02431102";"       .";"       .";"       ."
"6735";"BU02431103";"BU02431103";"     420";"     540";"     220"
"6736";"BU02431104";"BU02431104";"       .";"       .";"       ."
"6737";"WK024312  ";"WK024312  ";"    1720";"    3160";"    2670"
"6738";"BU02431201";"BU02431201";"     190";"     360";"     290"
"6739";"BU02431202";"BU02431202";"      90";"     170";"     190"
"6740";"BU02431203";"BU02431203";"     180";"     390";"     290"
"6741";"BU02431204";"BU02431204";"     230";"     430";"     300"
"6742";"BU02431205";"BU02431205";"     290";"     380";"     260"
"6743";"BU02431206";"BU02431206";"     210";"     400";"     260"
"6744";"BU02431207";"BU02431207";"     320";"     580";"     680"
"6745";"BU02431208";"BU02431208";"       .";"       .";"       ."
"6746";"BU02431209";"BU02431209";"     150";"     340";"     350"
"6747";"BU02431210";"BU02431210";"      30";"      60";"      50"
"6748";"BU02431211";"BU02431211";"       .";"       .";"       ."
"6749";"BU02431212";"BU02431212";"      10";"      20";"       0"
"6750";"WK024313  ";"WK024313  ";"      10";"      20";"       0"
"6751";"BU02431301";"BU02431301";"       .";"       .";"       ."
"6752";"BU02431302";"BU02431302";"       .";"       .";"       ."
"6753";"BU02431303";"BU02431303";"       .";"       .";"       ."
"6754";"WK024314  ";"WK024314  ";"     160";"     320";"     200"
"6755";"BU02431401";"BU02431401";"      90";"     220";"     140"
"6756";"BU02431402";"BU02431402";"      20";"      60";"      50"
"6757";"BU02431403";"BU02431403";"      40";"      40";"      10"
"6758";"WK024315  ";"WK024315  ";"     760";"    1160";"     610"
"6759";"BU02431501";"BU02431501";"     290";"     500";"     290"
"6760";"BU02431502";"BU02431502";"      40";"     100";"      50"
"6761";"BU02431503";"BU02431503";"      30";"      40";"      10"
"6762";"BU02431504";"BU02431504";"     130";"     160";"      60"
"6763";"BU02431505";"BU02431505";"     200";"     260";"     130"
"6764";"BU02431506";"BU02431506";"      80";"     100";"      90"
"6765";"WK024316  ";"WK024316  ";"       .";"       .";"       ."
"6766";"BU02431601";"BU02431601";"       .";"       .";"       ."
"6767";"GM0523    ";"GM0523    ";"    4000";"    6540";"    2780"
"6768";"WK052301  ";"WK052301  ";"    1160";"    1790";"     700"
"6769";"BU05230101";"BU05230101";"      50";"      80";"      90"
"6770";"BU05230102";"BU05230102";"     570";"     900";"     300"
"6771";"BU05230103";"BU05230103";"     340";"     440";"     140"
"6772";"BU05230104";"BU05230104";"       .";"       .";"       ."
"6773";"BU05230105";"BU05230105";"      60";"     120";"      80"
"6774";"BU05230106";"BU05230106";"       .";"       .";"       ."
"6775";"BU05230107";"BU05230107";"      30";"      70";"      10"
"6776";"BU05230108";"BU05230108";"     100";"     180";"      50"
"6777";"WK052302  ";"WK052302  ";"     620";"    1010";"     420"
"6778";"BU05230201";"BU05230201";"       .";"       .";"       ."
"6779";"BU05230202";"BU05230202";"       .";"       .";"       ."
"6780";"WK052303  ";"WK052303  ";"    1110";"    1590";"     670"
"6781";"BU05230301";"BU05230301";"     470";"     600";"     250"
"6782";"BU05230302";"BU05230302";"     280";"     360";"     140"
"6783";"BU05230303";"BU05230303";"     130";"     300";"     160"
"6784";"BU05230304";"BU05230304";"       .";"       .";"       ."
"6785";"BU05230305";"BU05230305";"     100";"     190";"      80"
"6786";"BU05230306";"BU05230306";"      90";"     120";"      40"
"6787";"BU05230307";"BU05230307";"       .";"       .";"       ."
"6788";"BU05230308";"BU05230308";"       .";"       .";"       ."
"6789";"BU05230309";"BU05230309";"       .";"       .";"       ."
"6790";"BU05230310";"BU05230310";"       .";"       .";"       ."
"6791";"WK052304  ";"WK052304  ";"    1100";"    2160";"     990"
"6792";"BU05230401";"BU05230401";"     710";"    1340";"     560"
"6793";"BU05230402";"BU05230402";"     170";"     430";"     240"
"6794";"BU05230403";"BU05230403";"     190";"     360";"     190"
"6795";"BU05230404";"BU05230404";"       .";"       .";"       ."
"6796";"BU05230405";"BU05230405";"       .";"       .";"       ."
"6797";"GM0072    ";"GM0072    ";"    3600";"    5460";"    2600"
"6798";"WK007200  ";"WK007200  ";"    3370";"    5020";"    2430"
"6799";"BU00720001";"BU00720001";"     430";"     510";"     270"
"6800";"BU00720002";"BU00720002";"     180";"     290";"     140"
"6801";"BU00720003";"BU00720003";"     260";"     310";"      80"
"6802";"BU00720004";"BU00720004";"    1730";"    2490";"    1160"
"6803";"BU00720005";"BU00720005";"      90";"     160";"      30"
"6804";"BU00720006";"BU00720006";"     650";"    1190";"     710"
"6805";"BU00720007";"BU00720007";"       .";"       .";"       ."
"6806";"BU00720009";"BU00720009";"      30";"      50";"      30"
"6807";"WK007201  ";"WK007201  ";"     120";"     260";"      90"
"6808";"BU00720100";"BU00720100";"     100";"     220";"      70"
"6809";"BU00720109";"BU00720109";"      20";"      50";"      20"
"6810";"WK007202  ";"WK007202  ";"     110";"     180";"      90"
"6811";"BU00720200";"BU00720200";"      90";"     100";"      60"
"6812";"BU00720209";"BU00720209";"      20";"      80";"      20"
"6813";"GM0244    ";"GM0244    ";"    2140";"    4040";"    2700"
"6814";"WK024400  ";"WK024400  ";"    1980";"    3740";"    2490"
"6815";"BU02440000";"BU02440000";"      90";"     220";"     220"
"6816";"BU02440001";"BU02440001";"     550";"    1000";"     430"
"6817";"BU02440002";"BU02440002";"     330";"     510";"     420"
"6818";"BU02440003";"BU02440003";"     360";"     630";"     350"
"6819";"BU02440004";"BU02440004";"      80";"     190";"     270"
"6820";"BU02440005";"BU02440005";"     550";"    1150";"     750"
"6821";"BU02440008";"BU02440008";"       0";"      10";"      20"
"6822";"BU02440009";"BU02440009";"      10";"      40";"      10"
"6823";"WK024401  ";"WK024401  ";"     160";"     300";"     210"
"6824";"BU02440108";"BU02440108";"      90";"     140";"     110"
"6825";"BU02440109";"BU02440109";"      70";"     160";"     100"
"6826";"GM0396    ";"GM0396    ";"    8190";"   13740";"    7160"
"6827";"WK039601  ";"WK039601  ";"       .";"       .";"       ."
"6828";"BU03960100";"BU03960100";"       .";"       .";"       ."
"6829";"BU03960101";"BU03960101";"       .";"       .";"       ."
"6830";"WK039602  ";"WK039602  ";"     450";"    1110";"     410"
"6831";"BU03960200";"BU03960200";"       .";"       .";"       ."
"6832";"BU03960201";"BU03960201";"       .";"       .";"       ."
"6833";"BU03960202";"BU03960202";"       .";"       .";"       ."
"6834";"WK039603  ";"WK039603  ";"    1690";"    1750";"     660"
"6835";"BU03960300";"BU03960300";"      20";"      70";"      90"
"6836";"BU03960301";"BU03960301";"     140";"      60";"      50"
"6837";"BU03960302";"BU03960302";"     860";"     710";"     260"
"6838";"BU03960303";"BU03960303";"     670";"     890";"     290"
"6839";"WK039604  ";"WK039604  ";"     330";"     670";"     380"
"6840";"BU03960400";"BU03960400";"      90";"     120";"      50"
"6841";"BU03960401";"BU03960401";"       .";"       .";"       ."
"6842";"BU03960402";"BU03960402";"     150";"     360";"     130"
"6843";"BU03960403";"BU03960403";"      70";"     110";"      50"
"6844";"BU03960404";"BU03960404";"       .";"       .";"       ."
"6845";"BU03960408";"BU03960408";"       .";"       .";"       ."
"6846";"BU03960409";"BU03960409";"       .";"       .";"       ."
"6847";"WK039605  ";"WK039605  ";"    1390";"    1690";"     670"
"6848";"BU03960500";"BU03960500";"     480";"     510";"     180"
"6849";"BU03960501";"BU03960501";"     540";"     730";"     210"
"6850";"BU03960502";"BU03960502";"     300";"     420";"     210"
"6851";"BU03960503";"BU03960503";"      70";"      40";"      60"
"6852";"WK039606  ";"WK039606  ";"     970";"    2180";"    1030"
"6853";"BU03960600";"BU03960600";"     190";"     410";"     230"
"6854";"BU03960601";"BU03960601";"     260";"     490";"     290"
"6855";"BU03960602";"BU03960602";"       .";"       .";"       ."
"6856";"BU03960603";"BU03960603";"     490";"    1210";"     460"
"6857";"BU03960604";"BU03960604";"       .";"       .";"       ."
"6858";"BU03960605";"BU03960605";"       .";"       .";"       ."
"6859";"BU03960607";"BU03960607";"       .";"       .";"       ."
"6860";"WK039607  ";"WK039607  ";"     610";"    1040";"     620"
"6861";"BU03960700";"BU03960700";"     260";"     560";"     330"
"6862";"BU03960701";"BU03960701";"      30";"      90";"      70"
"6863";"BU03960702";"BU03960702";"     320";"     390";"     220"
"6864";"WK039608  ";"WK039608  ";"     730";"    1410";"     830"
"6865";"BU03960800";"BU03960800";"     370";"     680";"     370"
"6866";"BU03960801";"BU03960801";"     150";"     300";"     180"
"6867";"BU03960802";"BU03960802";"     220";"     420";"     280"
"6868";"WK039609  ";"WK039609  ";"     800";"    1730";"    1090"
"6869";"BU03960900";"BU03960900";"     300";"     760";"     380"
"6870";"BU03960901";"BU03960901";"     490";"     960";"     700"
"6871";"WK039610  ";"WK039610  ";"     840";"    1550";"    1110"
"6872";"BU03961001";"BU03961001";"     560";"    1000";"     680"
"6873";"BU03961002";"BU03961002";"     280";"     550";"     430"
"6874";"WK039611  ";"WK039611  ";"       .";"       .";"       ."
"6875";"BU03961100";"BU03961100";"       .";"       .";"       ."
"6876";"GM0397    ";"GM0397    ";"    3540";"    5270";"    9990"
"6877";"WK039700  ";"WK039700  ";"    3000";"    4350";"    8660"
"6878";"BU03970000";"BU03970000";"     410";"     740";"    1390"
"6879";"BU03970001";"BU03970001";"     660";"    1160";"    1450"
"6880";"BU03970002";"BU03970002";"     170";"     260";"    1070"
"6881";"BU03970003";"BU03970003";"     840";"     560";"    2100"
"6882";"BU03970004";"BU03970004";"      50";"     160";"     390"
"6883";"BU03970005";"BU03970005";"     150";"     250";"     440"
"6884";"BU03970006";"BU03970006";"     200";"     480";"     640"
"6885";"BU03970007";"BU03970007";"     130";"     180";"     330"
"6886";"BU03970008";"BU03970008";"     190";"     250";"     170"
"6887";"BU03970009";"BU03970009";"     190";"     370";"     620"
"6888";"WK039701  ";"WK039701  ";"     470";"     750";"     790"
"6889";"BU03970100";"BU03970100";"     200";"     350";"     410"
"6890";"BU03970101";"BU03970101";"     180";"     320";"     320"
"6891";"BU03970102";"BU03970102";"     130";"      80";"      20"
"6892";"WK039702  ";"WK039702  ";"      90";"     200";"     490"
"6893";"BU03970200";"BU03970200";"      90";"     200";"     490"
"6894";"GM0246    ";"GM0246    ";"    3970";"    6420";"    3450"
"6895";"WK024600  ";"WK024600  ";"    2560";"    4360";"    2380"
"6896";"BU02460000";"BU02460000";"    1830";"    3110";"    1560"
"6897";"BU02460001";"BU02460001";"     110";"     150";"     110"
"6898";"BU02460002";"BU02460002";"       .";"       .";"       ."
"6899";"BU02460003";"BU02460003";"      60";"      60";"      50"
"6900";"BU02460004";"BU02460004";"      40";"      80";"      60"
"6901";"BU02460005";"BU02460005";"     250";"     460";"     260"
"6902";"BU02460006";"BU02460006";"     170";"     330";"     230"
"6903";"BU02460007";"BU02460007";"      20";"      50";"      30"
"6904";"BU02460008";"BU02460008";"      60";"     100";"      70"
"6905";"BU02460009";"BU02460009";"       .";"       .";"       ."
"6906";"WK024601  ";"WK024601  ";"    1410";"    2060";"    1080"
"6907";"BU02460100";"BU02460100";"     990";"    1350";"     570"
"6908";"BU02460106";"BU02460106";"      80";"     140";"     200"
"6909";"BU02460107";"BU02460107";"     300";"     470";"     260"
"6910";"BU02460108";"BU02460108";"      30";"      80";"      50"
"6911";"BU02460109";"BU02460109";"       .";"       .";"       ."
"6912";"GM0074    ";"GM0074    ";"   10110";"   16810";"   10830"
"6913";"WK007401  ";"WK007401  ";"    6020";"    9530";"    6500"
"6914";"BU00740100";"BU00740100";"     670";"    1290";"     780"
"6915";"BU00740101";"BU00740101";"     640";"     900";"     650"
"6916";"BU00740102";"BU00740102";"     910";"    1240";"     550"
"6917";"BU00740103";"BU00740103";"     680";"    1210";"     680"
"6918";"BU00740104";"BU00740104";"    1600";"    2540";"    1040"
"6919";"BU00740105";"BU00740105";"     150";"     320";"     550"
"6920";"BU00740106";"BU00740106";"     570";"     710";"     340"
"6921";"BU00740107";"BU00740107";"     640";"    1070";"    1790"
"6922";"BU00740108";"BU00740108";"     110";"     160";"      90"
"6923";"BU00740109";"BU00740109";"      30";"      50";"      50"
"6924";"BU00740110";"BU00740110";"       0";"      20";"      20"
"6925";"WK007402  ";"WK007402  ";"     280";"     670";"     440"
"6926";"BU00740201";"BU00740201";"      70";"      70";"      70"
"6927";"BU00740202";"BU00740202";"      50";"     180";"      90"
"6928";"BU00740203";"BU00740203";"     120";"     320";"     190"
"6929";"BU00740204";"BU00740204";"      10";"      40";"      30"
"6930";"BU00740205";"BU00740205";"      30";"      70";"      50"
"6931";"WK007403  ";"WK007403  ";"     350";"     680";"     460"
"6932";"BU00740301";"BU00740301";"     250";"     510";"     350"
"6933";"BU00740302";"BU00740302";"     100";"     160";"     100"
"6934";"WK007404  ";"WK007404  ";"    2160";"    3290";"    1450"
"6935";"BU00740401";"BU00740401";"     420";"     460";"     210"
"6936";"BU00740402";"BU00740402";"      70";"     280";"     170"
"6937";"BU00740403";"BU00740403";"     110";"     240";"     130"
"6938";"BU00740404";"BU00740404";"     280";"     550";"     240"
"6939";"BU00740405";"BU00740405";"     210";"     250";"     170"
"6940";"BU00740406";"BU00740406";"     870";"    1230";"     370"
"6941";"BU00740407";"BU00740407";"     190";"     290";"     150"
"6942";"WK007406  ";"WK007406  ";"     200";"     450";"     500"
"6943";"BU00740601";"BU00740601";"     200";"     450";"     500"
"6944";"WK007407  ";"WK007407  ";"     130";"     260";"     110"
"6945";"BU00740701";"BU00740701";"      70";"     170";"      80"
"6946";"BU00740702";"BU00740702";"      60";"      90";"      30"
"6947";"WK007409  ";"WK007409  ";"     970";"    1930";"    1360"
"6948";"BU00740901";"BU00740901";"     580";"    1060";"     710"
"6949";"BU00740902";"BU00740902";"     120";"     320";"     360"
"6950";"BU00740903";"BU00740903";"     270";"     560";"     280"
"6951";"GM0398    ";"GM0398    ";"   12370";"   20540";"   11060"
"6952";"WK039801  ";"WK039801  ";"     780";"     990";"     440"
"6953";"BU03980100";"BU03980100";"     780";"     990";"     440"
"6954";"WK039802  ";"WK039802  ";"     910";"    1490";"     570"
"6955";"BU03980201";"BU03980201";"     410";"     550";"     180"
"6956";"BU03980202";"BU03980202";"     500";"     950";"     380"
"6957";"WK039804  ";"WK039804  ";"     290";"     520";"     260"
"6958";"BU03980400";"BU03980400";"     290";"     520";"     260"
"6959";"WK039806  ";"WK039806  ";"    1330";"    1570";"     640"
"6960";"BU03980601";"BU03980601";"     760";"     920";"     390"
"6961";"BU03980602";"BU03980602";"     550";"     600";"     220"
"6962";"BU03980603";"BU03980603";"      20";"      60";"      30"
"6963";"WK039807  ";"WK039807  ";"     540";"     920";"     530"
"6964";"BU03980701";"BU03980701";"     290";"     420";"     290"
"6965";"BU03980702";"BU03980702";"     250";"     500";"     240"
"6966";"WK039808  ";"WK039808  ";"     680";"    1320";"     620"
"6967";"BU03980800";"BU03980800";"     680";"    1320";"     620"
"6968";"WK039809  ";"WK039809  ";"     300";"     420";"     200"
"6969";"BU03980901";"BU03980901";"     230";"     250";"     160"
"6970";"BU03980902";"BU03980902";"      60";"     190";"      40"
"6971";"WK039810  ";"WK039810  ";"     660";"    1110";"     370"
"6972";"BU03981000";"BU03981000";"     660";"    1110";"     370"
"6973";"WK039811  ";"WK039811  ";"    1080";"    1410";"     270"
"6974";"BU03981100";"BU03981100";"    1080";"    1410";"     270"
"6975";"WK039812  ";"WK039812  ";"     470";"     480";"     170"
"6976";"BU03981201";"BU03981201";"       .";"       .";"       ."
"6977";"BU03981202";"BU03981202";"       .";"       .";"       ."
"6978";"BU03981203";"BU03981203";"     110";"      20";"       0"
"6979";"BU03981204";"BU03981204";"     330";"     180";"      40"
"6980";"BU03981205";"BU03981205";"      20";"      60";"      30"
"6981";"BU03981206";"BU03981206";"      70";"     110";"      50"
"6982";"BU03981207";"BU03981207";"       .";"       .";"       ."
"6983";"WK039813  ";"WK039813  ";"     800";"    1300";"     820"
"6984";"BU03981301";"BU03981301";"     660";"    1090";"     670"
"6985";"BU03981302";"BU03981302";"     130";"     210";"     150"
"6986";"WK039814  ";"WK039814  ";"     770";"    1480";"     970"
"6987";"BU03981400";"BU03981400";"     770";"    1480";"     970"
"6988";"WK039815  ";"WK039815  ";"     780";"    1420";"     830"
"6989";"BU03981501";"BU03981501";"     600";"    1050";"     640"
"6990";"BU03981502";"BU03981502";"     170";"     370";"     200"
"6991";"WK039816  ";"WK039816  ";"    1050";"    1900";"    1290"
"6992";"BU03981601";"BU03981601";"     640";"    1080";"     520"
"6993";"BU03981602";"BU03981602";"     240";"     430";"     460"
"6994";"BU03981603";"BU03981603";"     180";"     400";"     290"
"6995";"WK039817  ";"WK039817  ";"     690";"    1380";"    1140"
"6996";"BU03981701";"BU03981701";"     650";"    1340";"    1100"
"6997";"BU03981702";"BU03981702";"      50";"      30";"      40"
"6998";"WK039818  ";"WK039818  ";"     460";"     970";"     790"
"6999";"BU03981801";"BU03981801";"       .";"       .";"       ."
"7000";"BU03981802";"BU03981802";"     380";"     680";"     600"
"7001";"BU03981803";"BU03981803";"       .";"       .";"       ."
"7002";"WK039819  ";"WK039819  ";"     200";"     500";"     540"
"7003";"BU03981900";"BU03981900";"     200";"     500";"     540"
"7004";"WK039820  ";"WK039820  ";"     230";"     610";"     270"
"7005";"BU03982000";"BU03982000";"     230";"     610";"     270"
"7006";"WK039830  ";"WK039830  ";"     240";"     470";"     190"
"7007";"BU03983000";"BU03983000";"     240";"     470";"     190"
"7008";"WK039840  ";"WK039840  ";"     110";"     220";"     100"
"7009";"BU03984000";"BU03984000";"     110";"     220";"     100"
"7010";"WK039850  ";"WK039850  ";"      40";"      30";"      10"
"7011";"BU03985000";"BU03985000";"      40";"      30";"      10"
"7012";"GM0917    ";"GM0917    ";"   23180";"   27550";"   15530"
"7013";"WK091710  ";"WK091710  ";"    1280";"    1300";"     620"
"7014";"BU09171000";"BU09171000";"    1130";"    1170";"     540"
"7015";"BU09171001";"BU09171001";"     150";"     120";"      80"
"7016";"WK091711  ";"WK091711  ";"     890";"    1150";"     590"
"7017";"BU09171100";"BU09171100";"     440";"     610";"     330"
"7018";"BU09171101";"BU09171101";"     450";"     540";"     260"
"7019";"WK091712  ";"WK091712  ";"    2160";"    2220";"     830"
"7020";"BU09171200";"BU09171200";"    1060";"    1010";"     470"
"7021";"BU09171201";"BU09171201";"    1100";"    1220";"     360"
"7022";"WK091713  ";"WK091713  ";"    1260";"    1350";"     670"
"7023";"BU09171300";"BU09171300";"     450";"     560";"     240"
"7024";"BU09171301";"BU09171301";"     800";"     800";"     430"
"7025";"WK091714  ";"WK091714  ";"     100";"     120";"      70"
"7026";"BU09171400";"BU09171400";"     100";"     120";"      70"
"7027";"WK091720  ";"WK091720  ";"    2150";"    1830";"     400"
"7028";"BU09172000";"BU09172000";"     170";"     120";"      10"
"7029";"BU09172001";"BU09172001";"     630";"     570";"     140"
"7030";"BU09172002";"BU09172002";"     580";"     430";"     120"
"7031";"BU09172003";"BU09172003";"     280";"     160";"      20"
"7032";"BU09172004";"BU09172004";"     480";"     570";"     110"
"7033";"WK091721  ";"WK091721  ";"    1820";"    1490";"     530"
"7034";"BU09172100";"BU09172100";"     790";"     590";"     140"
"7035";"BU09172101";"BU09172101";"    1040";"     900";"     390"
"7036";"WK091722  ";"WK091722  ";"     920";"    1100";"     320"
"7037";"BU09172200";"BU09172200";"     710";"     900";"     230"
"7038";"BU09172201";"BU09172201";"     210";"     200";"      90"
"7039";"WK091723  ";"WK091723  ";"      10";"      20";"      10"
"7040";"BU09172300";"BU09172300";"      10";"      20";"      10"
"7041";"WK091724  ";"WK091724  ";"    1530";"    1890";"     510"
"7042";"BU09172400";"BU09172400";"    1010";"    1210";"     260"
"7043";"BU09172401";"BU09172401";"     470";"     600";"     210"
"7044";"BU09172402";"BU09172402";"      50";"      70";"      50"
"7045";"WK091730  ";"WK091730  ";"    1090";"    1320";"     500"
"7046";"BU09173000";"BU09173000";"       .";"       .";"       ."
"7047";"BU09173001";"BU09173001";"     870";"     800";"     190"
"7048";"BU09173002";"BU09173002";"       .";"       .";"       ."
"7049";"WK091731  ";"WK091731  ";"    1490";"    1710";"     790"
"7050";"BU09173100";"BU09173100";"     290";"     360";"     120"
"7051";"BU09173101";"BU09173101";"     320";"     460";"     240"
"7052";"BU09173102";"BU09173102";"     520";"     530";"     210"
"7053";"BU09173103";"BU09173103";"     370";"     360";"     210"
"7054";"WK091732  ";"WK091732  ";"    2020";"    2060";"     820"
"7055";"BU09173200";"BU09173200";"     130";"     200";"     190"
"7056";"BU09173201";"BU09173201";"     160";"      80";"      20"
"7057";"BU09173202";"BU09173202";"     990";"     910";"     210"
"7058";"BU09173203";"BU09173203";"     740";"     870";"     400"
"7059";"WK091733  ";"WK091733  ";"     960";"    1590";"    1440"
"7060";"BU09173300";"BU09173300";"     480";"     840";"     640"
"7061";"BU09173301";"BU09173301";"     230";"     270";"     350"
"7062";"BU09173302";"BU09173302";"     130";"     250";"     160"
"7063";"BU09173303";"BU09173303";"     120";"     220";"     290"
"7064";"WK091734  ";"WK091734  ";"     820";"     810";"     380"
"7065";"BU09173400";"BU09173400";"     820";"     810";"     380"
"7066";"WK091735  ";"WK091735  ";"      30";"      60";"      40"
"7067";"BU09173500";"BU09173500";"      30";"      60";"      40"
"7068";"WK091736  ";"WK091736  ";"     500";"    1090";"    1170"
"7069";"BU09173600";"BU09173600";"       .";"       .";"       ."
"7070";"BU09173601";"BU09173601";"     440";"     930";"    1110"
"7071";"BU09173602";"BU09173602";"       .";"       .";"       ."
"7072";"BU09173603";"BU09173603";"      40";"      50";"      60"
"7073";"WK091737  ";"WK091737  ";"     410";"     760";"     990"
"7074";"BU09173700";"BU09173700";"     180";"     360";"     640"
"7075";"BU09173701";"BU09173701";"     240";"     420";"     320"
"7076";"WK091738  ";"WK091738  ";"     540";"    1210";"    2150"
"7077";"BU09173800";"BU09173800";"      90";"     330";"     620"
"7078";"BU09173801";"BU09173801";"     440";"     880";"    1540"
"7079";"WK091739  ";"WK091739  ";"    1170";"    1350";"     780"
"7080";"BU09173900";"BU09173900";"     170";"     340";"     360"
"7081";"BU09173901";"BU09173901";"     370";"     400";"     230"
"7082";"BU09173902";"BU09173902";"     640";"     530";"     150"
"7083";"BU09173903";"BU09173903";"      20";"      80";"      20"
"7084";"WK091740  ";"WK091740  ";"    1050";"    1350";"     390"
"7085";"BU09174000";"BU09174000";"    1050";"    1350";"     390"
"7086";"WK091741  ";"WK091741  ";"    1140";"    1790";"    1310"
"7087";"BU09174100";"BU09174100";"     450";"     800";"     460"
"7088";"BU09174101";"BU09174101";"     450";"     590";"     350"
"7089";"BU09174102";"BU09174102";"     180";"     330";"     430"
"7090";"BU09174103";"BU09174103";"       .";"       .";"       ."
"7091";"WK091742  ";"WK091742  ";"      30";"      20";"      10"
"7092";"BU09174200";"BU09174200";"      30";"      20";"      10"
"7093";"GM1658    ";"GM1658    ";"    2720";"    4940";"    4510"
"7094";"WK165800  ";"WK165800  ";"    1630";"    2830";"    2910"
